Rank,Title,Authors,Journal,Publication Year,GCS,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,CitedPerYear
633,Dynamic Metrology Performance Measurement of a Six Degrees-of-Freedom Tracking System Used in Smart Manufacturing,"Bostelman, Roger; Falco, Joseph; Shah, Mili; Hong, Tsai Hong",AUTONOMOUS INDUSTRIAL VEHICLES: FROM THE LABORATORY TO THE FACTORY FLOOR,2016,0,0,0,0,0,0,0,0,0,0,0,0.0
634,Standardization of Smart Manufacturing Change Management,"Macke, Nils; Rulhoff, Stefan; Stjepandic, Josip",ADVANCES IN MANUFACTURING TECHNOLOGY XXX,2016,0,0,0,0,0,0,0,0,0,0,0,0.0
635,Integration of product design and manufacturing through real-time due-date estimation and scheduling systems,"Kuroda, Mitsuru",JOURNAL OF ADVANCED MECHANICAL DESIGN SYSTEMS AND MANUFACTURING,2016,0,0,0,0,0,0,0,0,0,0,0,0.0
636,An Agent Based Intelligent Distributed Control Paradigm for Manufacturing Systems,"Zhang, Haitao; Tang, Dunbing; Huang, Tengxiao; Xu, Chao",IFAC PAPERSONLINE,2016,0,0,0,0,0,0,0,0,0,0,0,0.0
637,Dependability Modeling for the Failure Prognostics in Smart Manufacturing,"Lira, David N.; Borsato, Milton",TRANSDISCIPLINARY ENGINEERING: CROSSING BOUNDARIES,2016,0,0,0,0,0,0,0,0,0,0,0,0.0
638,Service Oriented Mechanisms for Smart Resource Allocation in Private Manufacturing Clouds,"Morariu, Octavian; Borangiu, Theodor; Morariu, Cristina; Raileanu, Silviu",EXPLORING SERVICES SCIENCE (IESS 2016),2016,0,0,0,0,0,0,0,0,0,0,0,0.0
639,Simulation Modeling of Sewing Process for Evaluation of Production Schedule in Smart Factory,"Moon, Sooyoung; Kang, Sungjoo; Jeon, Jaeho; Chun, Ingeol","2016 INTERNATIONAL CONFERENCE ON INDUSTRIAL ENGINEERING, MANAGEMENT SCIENCE AND APPLICATIONS (ICIMSA)",2016,0,0,0,0,0,0,0,0,0,0,0,0.0
640,ESTIMATION OF REAL-TIME ACTIVE MAINTENANCE OPPORTUNITY WINDOWS IN MANUFACTURING SYSTEMS WITH BERNOULLI MACHINES,"Gu, Xi; Jin, Xiaoning; Guo, Weihong","PROCEEDINGS OF THE ASME 11TH INTERNATIONAL MANUFACTURING SCIENCE AND ENGINEERING CONFERENCE, 2016, VOL 2",2016,0,0,0,0,0,0,0,0,0,0,0,0.0
641,Real Time Measurements for Quality Control of Industrial Rod Manufacturing,"Kottari, K.; Delibasis, K.; Plagianakos, V.",2016 IEEE INTERNATIONAL CONFERENCE ON IMAGING SYSTEMS AND TECHNIQUES (IST),2016,0,0,0,0,0,0,0,0,0,0,0,0.0
642,Electromagnetic Guided Factory Intelligent AGV,"Chen, Xiaoyu; Lin, Wenping; Liu, Jian; Guan, Lichao; Zheng, Yipin; Gao, Fengqiang",Proceedings of the 2016 3rd International Conference on Mechatronics and Information Technology (ICMIT),2016,0,0,0,0,0,0,0,0,0,0,0,0.0
643,Development of Intelligent Machining Knowledge Database for Manufacturing Cloud System of Machine Tool,"Dinh, Hoai-Nam; Chen, Shang-Liang; Yu, Cheng-Ru","PROCEEDINGS OF 2016 7TH INTERNATIONAL CONFERENCE ON MECHANICAL AND AEROSPACE ENGINEERING, (ICMAE)",2016,0,0,0,0,0,0,0,0,0,0,0,0.0
644,Condition Monitoring and Cloud-based Energy Analysis for Autonomous Mobile Manipulation - Smart Factory Concept with LUHbots,"Carstensen, Jan; Carstensen, Torben; Pabst, Malte; Schulz, Fabian; Friederichs, Jan; Aden, Simon; Kaczor, Daniel; Kotlarski, Jens; Ortmaier, Tobias",3RD INTERNATIONAL CONFERENCE ON SYSTEM-INTEGRATED INTELLIGENCE: NEW CHALLENGES FOR PRODUCT AND PRODUCTION ENGINEERING,2016,0,0,0,0,0,0,0,0,0,0,0,0.0
645,Discussion on Application of Intelligent Manufacturing Technology in SMT product assembly manufacturing system,"Zhou, De Jian; Chen, Xiao Yong","2016 INTERNATIONAL CONFERENCE ON MECHATRONICS, MANUFACTURING AND MATERIALS ENGINEERING (MMME 2016)",2016,0,0,0,0,0,0,0,0,0,0,0,0.0
646,A Smart Factory Solution to Hybrid Production of Multi-type Products with Reduced Intelligence,"Wang, Shiyong; Zhang, Chunhua; Wan, Jiafu","2016 IEEE INFORMATION TECHNOLOGY, NETWORKING, ELECTRONIC AND AUTOMATION CONTROL CONFERENCE (ITNEC)",2016,0,0,0,0,0,0,0,0,0,0,0,0.0
647,Closed Loop PMI Driven Dimensional Quality Lifecycle Management Approach for Smart Manufacturing System,"Fang, Frank Zhigang; Li, Zhaoyan; Arokiam, Alan; Gorman, Terry",9TH INTERNATIONAL CONFERENCE ON DIGITAL ENTERPRISE TECHNOLOGY - INTELLIGENT MANUFACTURING IN THE KNOWLEDGE ECONOMY ERA,2016,0,0,0,0,0,0,0,0,0,0,0,0.0
648,The Intelligent Composite Panels Manufacturing Technology Based on Tape-laying Automatic System,"He, Kai; Nie, Haiping; Yan, Chao",9TH INTERNATIONAL CONFERENCE ON DIGITAL ENTERPRISE TECHNOLOGY - INTELLIGENT MANUFACTURING IN THE KNOWLEDGE ECONOMY ERA,2016,0,0,0,0,0,0,0,0,0,0,0,0.0
649,Intelligent Service Platform of Manufacturing Process and Tool Based on Data Warehouse,"Wu, Xuefeng; Feng, Gaocheng; Wu, Tongkun",9TH INTERNATIONAL CONFERENCE ON DIGITAL ENTERPRISE TECHNOLOGY - INTELLIGENT MANUFACTURING IN THE KNOWLEDGE ECONOMY ERA,2016,0,0,0,0,0,0,0,0,0,0,0,0.0
650,Increasing the Support to Humans in Factory Environments using a Smart Glove: An Evaluation,"Scheuermann, Constantin; Strobel, Maximilian; Bruegge, Bernd; Verclas, Stephan","2016 INT IEEE CONFERENCES ON UBIQUITOUS INTELLIGENCE & COMPUTING, ADVANCED & TRUSTED COMPUTING, SCALABLE COMPUTING AND COMMUNICATIONS, CLOUD AND BIG DATA COMPUTING, INTERNET OF PEOPLE, AND SMART WORLD CONGRESS (UIC/ATC/SCALCOM/CBDCOM/IOP/SMARTWORLD)",2016,0,0,0,0,0,0,0,0,0,0,0,0.0
651,Intelligent Manufacturing Based on Cloud-Integrated Manufacturing CPS,"Wang, Lei; Liu, Qiang; Chen, Xin",PROCEEDINGS OF THE 22ND INTERNATIONAL CONFERENCE ON INDUSTRIAL ENGINEERING AND ENGINEERING MANAGEMENT: CORE THEORY AND APPLICATIONS OF INDUSTRIAL ENGINEERING (VOL 1),2016,0,0,0,0,0,0,0,0,0,0,0,0.0
652,Application of the quantitative detection of a change in concentration of magnesium stearate in a feeder tube of tableting manufacture by real-time near-infrared spectroscopy,"Sasakura, D.; Nakayama, K.; Chikuma, T.",PHARMAZIE,2015,0,0,0,0,0,0,0,0,0,0,0,0.0
653,Influence of the Thermoplastic Type on the Thermal Evolution of a Piezoceramic Patch During the Manufacture of a Smart Thermoplastic Part by Injection Molding Process,"Elsoufi, Louay; Khalil, Khaled; Charon, Willy; Lachat, Remy",JOURNAL OF MANUFACTURING SCIENCE AND ENGINEERING-TRANSACTIONS OF THE ASME,2015,0,0,0,0,0,0,0,0,0,0,0,0.0
654,A Cyber-physical System Architecture in Shop Floor for Intelligent Manufacturing,"Liu, Chao; Jiang, Pingyu",9TH INTERNATIONAL CONFERENCE ON DIGITAL ENTERPRISE TECHNOLOGY - INTELLIGENT MANUFACTURING IN THE KNOWLEDGE ECONOMY ERA,2016,0,0,0,0,0,0,0,0,0,0,0,0.0
655,Integration of digital factory with smart factory based on Internet of Things,"Shariatzadeh, Navid; Lundholm, Thomas; Lindberg, Lars; Sivard, Gunilla",26TH CIRP DESIGN CONFERENCE,2016,0,0,0,0,0,0,0,0,0,0,0,0.0
656,Process Engineering Approach Towards Low Carbon Consumption in Carbon Cycle by Smart Iron Manufacture,"Matsui, Yoshiyuki; Terashima, Keiichi; Takahashi, Reijiro",ISIJ INTERNATIONAL,2015,0,0,0,0,0,0,0,0,0,0,0,0.0
657,RFID-enabled real-time manufacturing operation management system for the assembly process of mechanical products,"Liu, Mingzhou; Wang, Qiang; Ling, Lin; Zhang, Miao",INTERNATIONAL JOURNAL OF RF TECHNOLOGIES-RESEARCH AND APPLICATIONS,2015,0,0,0,0,0,0,0,0,0,0,0,0.0
658,Intelligent systems for the prognosis of energy consumption in manufacturing and assembly,"Stetter, Ralf; Witczak, Piotr; Spindler, Claudius; Hertel, Julian; Witczak, Marcin",9TH CIRP CONFERENCE ON INTELLIGENT COMPUTATION IN MANUFACTURING ENGINEERING - CIRP ICME '14,2015,0,0,0,0,0,0,0,0,0,0,0,0.0
659,Real-time control of microstructure in laser additive manufacturing,"Farshidianfar, Mohammad H.; Khajepour, Amir; Gerlich, Adrian",INTERNATIONAL JOURNAL OF ADVANCED MANUFACTURING TECHNOLOGY,2016,0,0,0,0,0,0,0,0,0,0,0,0.0
660,Common intelligent semantic matching engines of cloud manufacturing service based on OWL-S,"Sheng, Buyun; Zhang, Chenglei; Yin, Xiyan; Lu, Qibing; Cheng, Yuan; Xiao, Ting; Liu, Huimin",INTERNATIONAL JOURNAL OF ADVANCED MANUFACTURING TECHNOLOGY,2016,0,0,0,0,0,0,0,0,0,0,0,0.0
661,Intelligent Manufacturing Enterprises' Efficiency Evaluation of Technological Innovation: Research Based on DEA,"Liu, Feng; Ning, Jian",PROCEEDINGS OF THE 21ST INTERNATIONAL CONFERENCE ON INDUSTRIAL ENGINEERING AND ENGINEERING MANAGEMENT 2014,2015,0,0,0,0,0,0,0,0,0,0,0,0.0
662,Job Scheduling Management Research of Intelligent Manufacturing Based on the Internet of Things,"Li, Guangrong; Ge, Yingfei; Wang, Yunxia; Hu, Shengping",IAEDS15: INTERNATIONAL CONFERENCE IN APPLIED ENGINEERING AND MANAGEMENT,2015,0,0,0,0,0,0,0,0,0,0,0,0.0
663,The MTA SZTAKI Smart Factory: platform for research and project-oriented skill development in higher education,"Kemeny, Zsolt; Beregi, Richard Jozsef; Erdos, Gabor; Nacsa, Janos",6TH CIRP CONFERENCE ON LEARNING FACTORIES,2016,0,0,0,0,0,0,0,0,0,0,0,0.0
664,USA(2) - Ubiquitous and Robot Assisted Cloud Manufacturing in an Ageing Society,"Linner, Thomas; Guettler, Joerg; Georgoulas, Christos; Bock, Thomas",JOURNAL OF ROBOTICS AND MECHATRONICS,2015,0,0,0,0,0,0,0,0,0,0,0,0.0
665,Smart Health Care Monitoring Technologies to Improve Employee Performance in Manufacturing,"Kaare, Kati Korbe; Otto, Tauno","25TH DAAAM INTERNATIONAL SYMPOSIUM ON INTELLIGENT MANUFACTURING AND AUTOMATION, 2014",2015,0,0,0,0,0,0,0,0,0,0,0,0.0
666,Intelligent Manufacturing-Chinese Industry 4.0,Wang Chuxi,2015 54TH ANNUAL CONFERENCE OF THE SOCIETY OF INSTRUMENT AND CONTROL ENGINEERS OF JAPAN (SICE),2015,0,0,0,0,0,0,0,0,0,0,0,0.0
667,Industry 4.0 Development and Application of Intelligent Manufacturing,"Cheng, Guo-Jian; Liu, Li-Ting; Qiang, Xin-Jian; Liu, Ye",2016 INTERNATIONAL CONFERENCE ON INFORMATION SYSTEM AND ARTIFICIAL INTELLIGENCE (ISAI 2016),2016,0,0,0,0,0,0,0,0,0,0,0,0.0
668,A Smart web-based Maintenance System for a smart manufacturing environment,"Alexandru, Ana M.; De Mauro, Alice; Fiasche, Maurizio; Sisca, Francesco G.; Taisch, Marco; Fasanotti, Luca; Grasseni, Piergiorgio",2015 IEEE 1ST INTERNATIONAL FORUM ON RESEARCH AND TECHNOLOGIES FOR SOCIETY AND INDUSTRY (RTSI 2015) PROCEEDINGS,2015,0,0,0,0,0,0,0,0,0,0,0,0.0
669,"Intelligent Manufacturing System Configuration and Optimization Considering Mobile Robots, Multi-Functional Machines and Human Operators: New Facilities and Challenge for Industrial Engineering","Baboli, Armand; Okamoto, Jun, Jr.; Tsuzuki, Marcos S. G.; Martins, Thiago C.; Miyagi, Paulo E.; Junqueira, Fabricio",IFAC PAPERSONLINE,2015,0,0,0,0,0,0,0,0,0,0,0,0.0
670,A Conceptual Model for Operational Control in Smart Manufacturing Systems,"Sprock, Timothy; McGinnis, Leon F.",IFAC PAPERSONLINE,2015,0,0,0,0,0,0,0,0,0,0,0,0.0
671,Alternative Classification Techniques for Brain-Computer Interfaces for Smart Sensor Manufacturing Environments,"Balderas, David; Molina, Arturo; Ponce, Pedro",IFAC PAPERSONLINE,2015,0,0,0,0,0,0,0,0,0,0,0,0.0
672,A Model for Manufacturing Scheduling Optimization Through Learning Intelligent Products,"Bouazza, Wassim; Sallez, Yves; Aissani, Nassima; Beldjilali, Bouziane",SERVICE ORIENTATION IN HOLONIC AND MULTI-AGENT MANUFACTURING,2015,0,0,0,0,0,0,0,0,0,0,0,0.0
673,On the architecture and models for intelligent manufacturing control,"Brecher, Christian; Fayzullin, Kamil; Possel-Doelken, Frank; Buchner, Tilman",WCECS 2007: WORLD CONGRESS ON ENGINEERING AND COMPUTER SCIENCE,2007,0,0,0,0,0,0,0,0,0,0,0,0.0
